symbol,yf_symbol,company,sector,marketCap,trailingPE,beta,vol_30d,ret_1m,total_esg,environment_score,social_score,governance_score,source,imputed,label_note
ANANTRAJ.NS,ANANTRAJ.NS,Anant Raj Limited,Real Estate,224851099648.0,46.52271,0.412,0.03518794923869403,-0.07819415897686421,60.0,55.0,60.0,65.0,sector_proxy,True,imputed_from_sector(Real Estate)
ANDHRAPAP.NS,ANDHRAPAP.NS,Andhra Paper Limited,Basic Materials,15552073728.0,18.787952,-0.169,0.018548962757937666,0.009974149001290566,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ANDHRSUGAR.NS,ANDHRSUGAR.NS,The Andhra Sugars Limited,Basic Materials,11019027456.0,31.882355,0.19,0.016458577726729023,0.08573726006709759,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ANGELONE.NS,ANGELONE.NS,Angel One Limited,Financial Services,230234947584.0,30.303282,-0.207,0.013941213345308725,0.15627136327890812,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
ANIKINDS.NS,ANIKINDS.NS,Anik Industries Limited,Consumer Defensive,2109542528.0,93.83951,0.089,0.03777344986375652,0.1599268053129368,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
ANKITMETAL.NS,ANKITMETAL.NS,Ankit Metal & Power Limited,Basic Materials,286266144.0,,0.022,0.022423424251955718,-0.151658743674139,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ANMOL.NS,ANMOL.NS,Anmol India Limited,Energy,862838976.0,9.785714,0.196,0.010192282051574075,-0.04861113954205809,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Energy)
ANSALAPI.NS,ANSALAPI.NS,Ansal Properties & Infrastructure Limited,Real Estate,678415040.0,,0.18,0.01358257411161779,-0.08686437831291971,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
ANTELOPUS.NS,ANTELOPUS.NS,ANTELOPUS SELAN ENRGY LTD,Energy,19822780416.0,12.173396,,0.020927072576246913,0.019162930702508296,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Energy)
ANTGRAPHIC.NS,ANTGRAPHIC.NS,Antarctica Limited,Consumer Cyclical,165860288.0,,0.249,0.01731325175546862,-0.009259250061012025,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ANTHEM.NS,ANTHEM.NS,ANTHEM BIOSCIENCES LTD,Healthcare,400933421056.0,88.79353,,0.018740485013027986,-0.11316767153532614,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
ANUHPHR.NS,ANUHPHR.NS,Anuh Pharma Limited,Healthcare,9069365248.0,19.609545,0.179,0.01569136535274825,0.06515846117984947,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
ANUP.NS,ANUP.NS,The Anup Engineering Limited,Industrials,46056865792.0,38.189972,0.097,0.028986654928007807,-0.02732188131609603,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
ANURAS.NS,ANURAS.NS,Anupam Rasayan India Ltd,Basic Materials,124322332672.0,79.81725,0.26,0.01673771299362445,-0.011676343088277141,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
APARINDS.NS,APARINDS.NS,APAR Industries Limited,Industrials,365832929280.0,41.51472,-0.311,0.018122062701216253,0.042704218902055,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
APCL.NS,APCL.NS,Anjani Portland Cement Limited,Basic Materials,3822728192.0,,0.215,0.01504042428936568,-0.08546133358937702,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
APCOTEXIND.NS,APCOTEXIND.NS,Apcotex Industries Limited,Basic Materials,18420512768.0,31.470327,0.024,0.016576019616148414,-0.11341238230076423,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
APEX.NS,APEX.NS,Apex Frozen Foods Limited,Consumer Defensive,7425931264.0,81.328766,-0.066,0.020272289445860295,0.037121146644242486,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
APLAPOLLO.NS,APLAPOLLO.NS,APL Apollo Tubes Limited,Basic Materials,493359235072.0,61.70139,0.285,0.008698526506503825,0.05253802559174425,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
APLLTD.NS,APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,178172936192.0,29.546492,0.433,0.012798758292020736,-0.01768092894724127,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
APOLLO.NS,APOLLO.NS,Apollo Micro Systems Limited,Industrials,92737085440.0,130.94786,0.77,0.024929049441756567,-0.1913960259809342,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
APOLLOHOSP.NS,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,1133095026688.0,72.265015,0.184,0.008963890586031491,0.03364375655823704,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
APOLLOPIPE.NS,APOLLOPIPE.NS,Apollo Pipes Limited,Industrials,13714017280.0,50.0,0.315,0.02188773619493405,-0.15343912539955218,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
APOLLOTYRE.NS,APOLLOTYRE.NS,Apollo Tyres Limited,Consumer Cyclical,319569166336.0,38.54087,0.421,0.01450326608725827,0.022807906741003636,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
APOLSINHOT.NS,APOLSINHOT.NS,Apollo Sindoori Hotels Limited,Industrials,3436428544.0,33.74617,-0.87,0.01279991878161786,-0.03890909090909089,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
APTECHT.NS,APTECHT.NS,Aptech Limited,Consumer Defensive,6312446464.0,30.399443,0.093,0.011649300797156653,-0.10435355182497363,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
APTUS.NS,APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,156149071872.0,19.530369,0.42,0.01570488639468758,-0.01500078980438202,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
ARCHIDPLY.NS,ARCHIDPLY.NS,Archidply Industries Limited,Basic Materials,2018186624.0,,0.007,0.017119523460380703,-0.025636118035319178,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ARCHIES.NS,ARCHIES.NS,Archies Limited,Consumer Cyclical,671546368.0,,0.527,0.02128094324395372,-0.08217916432063954,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ARE&M.NS,ARE&M.NS,Amara Raja Energy & Mobility Limited,Industrials,184188452864.0,21.365183,0.73,0.007707133403997719,0.02282107349869089,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ARENTERP.NS,ARENTERP.NS,Rajdarshan Industries Limited,Basic Materials,148441600.0,172.59258,,0.022846483614029113,0.05885026701581708,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ARFIN.NS,ARFIN.NS,Arfin India Limited,Basic Materials,9111014400.0,128.57143,0.623,0.013325774883087258,0.14893617021276606,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ARIES.NS,ARIES.NS,Aries Agro Limited,Basic Materials,5144516608.0,13.978799,0.006,0.02663207728040875,-0.005280377266929537,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ARIHANTCAP.NS,ARIHANTCAP.NS,Arihant Capital Markets Limited,Financial Services,11222360064.0,22.79873,-0.057,0.04271790715617881,-0.024299576416074498,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
ARIHANTSUP.NS,ARIHANTSUP.NS,Arihant Superstructures Limited,Real Estate,18000668672.0,27.345394,0.671,0.017869237610149816,0.024020695113601054,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
ARISINFRA.NS,ARISINFRA.NS,ARISINFRA SOLUTIONS LTD,Industrials,13083663360.0,,,0.027733547798694337,0.01996580727880959,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
ARKADE.NS,ARKADE.NS,ARKADE DEVELOPERS LIMITED,Real Estate,31081947136.0,19.695295,,0.0129317935475557,-0.043262042806406886,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
ARMANFIN.NS,ARMANFIN.NS,Arman Financial Services Limited,Financial Services,17472968704.0,288.02426,0.055,0.022078683585712116,0.10978298792257934,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
AROGRANITE.NS,AROGRANITE.NS,Aro Granite Industries Limited,Industrials,558109376.0,,0.257,0.03030951260403252,-0.06537959332281651,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
ARROWGREEN.NS,ARROWGREEN.NS,Arrow Greentech Limited,Consumer Cyclical,9576246272.0,17.741665,0.113,0.03650501140489675,0.13334526288213744,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ARSHIYA.NS,ARSHIYA.NS,Arshiya Limited,Industrials,432236768.0,,0.692,0.03140021402231766,-0.11764707382312545,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
ARSSBL.NS,ARSSBL.NS,ANAND RATHI SH N STK BR L,Financial Services,32770805760.0,36.155712,,0.025553655762546288,0.16537652823662874,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
ARTEMISMED.NS,ARTEMISMED.NS,Artemis Medicare Services Limited,,,106.83843,0.245,0.0164846859202867,0.01645204305805925,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Other)
ARTNIRMAN.NS,ARTNIRMAN.NS,Art Nirman Limited,Real Estate,1447198464.0,72.4875,-0.101,0.04138966991108699,0.20812503496805834,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
ARVEE.NS,ARVEE.NS,Arvee Laboratories (India) Ltd.,Basic Materials,1807280000.0,131.2,0.534,0.02624078272090195,-0.049275362318840554,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ARVIND.NS,ARVIND.NS,Arvind Limited,Consumer Cyclical,84453343232.0,22.981455,-0.025,0.0204741813771482,0.024320536356522204,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ARVINDFASN.NS,ARVINDFASN.NS,Arvind Fashions Limited,Consumer Cyclical,69116149760.0,,-0.161,0.015511085853489467,-0.03033426191802735,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ARVSMART.NS,ARVSMART.NS,Arvind SmartSpaces Limited,Real Estate,28671971328.0,24.266588,0.106,0.017268472353253475,-0.02714687700437779,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
ASAHIINDIA.NS,ASAHIINDIA.NS,Asahi India Glass Limited,Consumer Cyclical,237885325312.0,64.802086,0.294,0.02153363844828163,0.025834111327746268,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ASAHISONG.NS,ASAHISONG.NS,Asahi Songwon Colors Limited,Basic Materials,3381017600.0,18.956118,0.019,0.02376201302723313,-0.002449201257349931,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ASAL.NS,ASAL.NS,Automotive Stampings and Assemblies Limited,Consumer Cyclical,8423994880.0,54.968945,0.471,0.037054105447057194,-0.027472527472527486,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ASALCBR.NS,ASALCBR.NS,Associated Alcohols & Breweries Limited,Consumer Defensive,19576602624.0,22.490723,0.088,0.01911379057033918,0.04652112628555094,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
ASHAPURMIN.NS,ASHAPURMIN.NS,Ashapura Minechem Limited,Basic Materials,61251334144.0,17.586397,0.698,0.03202826019739498,-0.013462573791309995,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ASHIANA.NS,ASHIANA.NS,Ashiana Housing Limited,Real Estate,27904501760.0,75.04065,0.136,0.012359933995244963,-0.0740678642388668,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
ASHIMASYN.NS,ASHIMASYN.NS,Ashima Limited,Real Estate,4178189568.0,,0.331,0.01785963268579657,-0.04761905555492596,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
ASHOKA.NS,ASHOKA.NS,Ashoka Buildcon Limited,Industrials,53736042496.0,3.051977,0.511,0.013259016236597318,0.011199128806183234,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ASHOKAMET.NS,ASHOKAMET.NS,Ashoka Metcast Limited,Basic Materials,419432896.0,8.225491,0.862,0.03180967081388419,-0.026117171650975823,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ASHOKLEY.NS,ASHOKLEY.NS,Ashok Leyland Limited,Industrials,823160799232.0,26.13806,0.354,0.013465272161288495,-0.002491924900899334,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ASIANENE.NS,ASIANENE.NS,Asian Energy Services Limited,Energy,15097660416.0,32.072243,0.339,0.019423828062768465,-0.030181087048608002,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Energy)
ASIANHOTNR.NS,ASIANHOTNR.NS,Asian Hotels (North) Limited,Consumer Cyclical,6449717760.0,3.2415917,0.298,0.019032919045984163,0.021096320691142756,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ASIANPAINT.NS,ASIANPAINT.NS,Asian Paints Limited,Basic Materials,2405360467968.0,66.86118,0.337,0.012739201426981542,0.04380201698341302,25.43,11.29,7.96,6.18,yahoo,False,yahoo
ASIANTILES.NS,ASIANTILES.NS,Asian Granito India Limited,Industrials,14786685952.0,26.238682,0.208,0.018356507824198287,0.07321997113774747,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
ASKAUTOLTD.NS,ASKAUTOLTD.NS,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,96314007552.0,37.55188,,0.022381664583902873,-0.14663757590747817,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ASMS.NS,ASMS.NS,Bartronics India Limited,Technology,4227505408.0,346.25003,-0.591,0.018806644142431633,-0.0679676513150983,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Technology)
ASPINWALL.NS,ASPINWALL.NS,Aspinwall and Company Limited,Consumer Defensive,2031972992.0,26.76622,-0.064,0.008950604715390846,-0.037407430013020826,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
ASTEC.NS,ASTEC.NS,Astec LifeSciences Limited,Basic Materials,15236198400.0,,-0.016,0.015127445389695557,-0.1752502618158721,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ASTERDM.NS,ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,361972498432.0,110.27559,0.07,0.021567130734789393,0.08979847996763546,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
ASTRAL.NS,ASTRAL.NS,Astral Limited,Industrials,389574066176.0,80.210175,0.395,0.010664384593304902,0.03151001208373638,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ASTRAMICRO.NS,ASTRAMICRO.NS,Astra Microwave Products Limited,Technology,99910639616.0,61.394405,0.04,0.032071635835740284,-0.037413011498863114,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
ASTRAZEN.NS,ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,232887500800.0,126.63812,0.172,0.011192464974597657,0.03190252007754091,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
ASTRON.NS,ASTRON.NS,Astron Paper & Board Mill Limited,Basic Materials,491969984.0,,0.008,0.031493338005393265,-0.265277763612476,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ATALREAL.NS,ATALREAL.NS,Atal Realtech Limited,Industrials,2988340992.0,68.828575,-0.648,0.022352301574172614,0.13846882449453912,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
ATAM.NS,ATAM.NS,Atam Valves Limited,Industrials,1055169216.0,15.953207,-0.65,0.015741360571576535,0.014436910059828723,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
ATGL.NS,ATGL.NS,Adani Total Gas Limited,Utilities,683368185856.0,400.64517,0.942,0.04524484263197227,-0.07548014185744056,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Utilities)
ATHERENERG.NS,ATHERENERG.NS,Ather Energy Limited,Consumer Cyclical,280282726400.0,,,0.03508389423947318,0.32151823304760074,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ATL.NS,ATL.NS,Allcargo Terminals Limited,Industrials,8602818560.0,27.97541,0.484,0.039158554006039126,-0.11096635554211232,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
ATLANTAA.NS,ATLANTAA.NS,Atlantaa Limited,Industrials,3497961472.0,12.695266,0.852,0.07292449565755252,0.04049461932532594,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
ATLANTAELE.NS,ATLANTAELE.NS,ATLANTA ELECTRICALS LTD,Industrials,74166796288.0,66.10692,,0.042346071206309906,0.17456623296552043,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ATLASCYCLE.NS,ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited,Consumer Cyclical,735385216.0,8.766485,0.293,0.020385685690305144,-0.08002932251499328,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ATUL.NS,ATUL.NS,Atul Ltd,Basic Materials,174118551552.0,32.136066,0.167,0.013312464209868183,-0.049883524781106914,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ATULAUTO.NS,ATULAUTO.NS,Atul Auto Limited,Consumer Cyclical,13455208448.0,57.857994,-0.223,0.023726954732816215,-0.013931270964930187,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
AUBANK.NS,AUBANK.NS,AU Small Finance Bank Limited,Financial Services,655695282176.0,30.216347,0.32,0.0209874921928997,0.18648874512010916,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
AURIGROW.NS,AURIGROW.NS,Auri Grow India Limited,Industrials,366432000.0,6.8750005,-0.501,0.022064566088200073,-0.050099450820616176,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
AURIONPRO.NS,AURIONPRO.NS,Aurionpro Solutions Limited,Technology,65539948544.0,33.451775,-0.734,0.02243494294331031,0.017236923082720956,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
AUROPHARMA.NS,AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,638533304320.0,18.841475,0.153,0.012815349092851779,0.0021878071231198337,32.28,3.53,16.1,12.65,yahoo,False,yahoo
AURUM.NS,AURUM.NS,Aurum PropTech Limited,Real Estate,12105405440.0,,-0.363,0.0222545785109779,0.06593133763676762,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
AUSOMENT.NS,AUSOMENT.NS,AuSom Enterprise Limited,Financial Services,1389193600.0,4.976574,-0.048,0.024196056073867957,-0.00759122899559006,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
AUTOAXLES.NS,AUTOAXLES.NS,Automotive Axles Limited,Consumer Cyclical,26408482816.0,16.767366,0.554,0.009899256971550722,-0.00977269952947446,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
AUTOIND.NS,AUTOIND.NS,Autoline Industries Limited,Consumer Cyclical,3357883392.0,22.676922,-0.807,0.02153738740676292,-0.03672729198183666,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
AVADHSUGAR.NS,AVADHSUGAR.NS,Avadh Sugar & Energy Limited,Consumer Defensive,8445088768.0,11.906444,0.388,0.014724851618370699,-0.019664910325764673,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
AVALON.NS,AVALON.NS,Avalon Technologies Limited,Technology,78225620992.0,98.25649,0.192,0.03328845314512687,0.1761990566803855,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
AVANTEL.NS,AVANTEL.NS,Avantel Limited,Technology,45961613312.0,91.77778,-0.564,0.04036236127831887,-0.036119136238613625,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
AVANTIFEED.NS,AVANTIFEED.NS,Avanti Feeds Limited,Consumer Defensive,98362531840.0,16.983065,-0.21,0.020273807220164693,0.07569095723019448,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
AVG.NS,AVG.NS,AVG Logistics Limited,Industrials,3430600448.0,15.734117,-0.873,0.02458727076747929,0.013388463698851938,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
AVL.NS,AVL.NS,Aditya Vision Limited,Consumer Cyclical,73532129280.0,68.65824,-0.276,0.022282970169350335,0.020205610716081734,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
AVONMORE.NS,AVONMORE.NS,Avonmore Capital & Management Services Limited,Financial Services,4983382528.0,16.35185,-0.109,0.01932040026529646,-0.07490834435545701,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
AVROIND.NS,AVROIND.NS,Avro India Limited,Consumer Cyclical,1767707520.0,46.596493,-0.946,0.0235536561804129,-0.13321586559438514,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
AVTNPL.NS,AVTNPL.NS,AVT Natural Products Limited,Basic Materials,10425362432.0,19.122906,0.035,0.011411904023453701,-0.04184741765539135,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
AWFIS.NS,AWFIS.NS,AWFIS SPACE SOLUTIONS LTD,Industrials,42694471680.0,55.903557,,0.021088892172021523,0.0183353235951218,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
AWHCL.NS,AWHCL.NS,Antony Waste Handling Cell Limited,Industrials,14912573440.0,17.419569,0.492,0.013542251534174848,-0.08429949719289354,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
